,author,title,types,price,review,rate,year
5,Jill Twiss,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","15,090",4.9 out of 5 stars,2018
6,Jordan B. Peterson,12 Rules for Life: An Antidote to Chaos,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.03</span></span>","61,351",4.8 out of 5 stars,2018
7,Joanna Gaines,Magnolia Table,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.24</span></span>","33,266",4.8 out of 5 stars,2018
8,The Staff of The Late Show with Stephen Colbert,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.13</span></span>","9,985",4.6 out of 5 stars,2018
9,Mark Manson,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.82</span></span>","85,729",4.6 out of 5 stars,2018
10,James Comey,"A Higher Loyalty: Truth, Lies, and Leadership",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.59</span></span>","8,378",4.7 out of 5 stars,2018
11,Amy Ramos,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.47</span></span>","29,194",4.3 out of 5 stars,2018
12,Jeff Kinney,Diary of a Wimpy Kid #13: Meltdown,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","21,075",4.8 out of 5 stars,2018
13,Gary Chapman,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2018
14,Roger Priddy,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars,2018
15,Dav Pilkey,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","16,231",4.9 out of 5 stars,2018
16,Tara Westover,Educated: A Memoir,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","72,382",4.7 out of 5 stars,2018
17,Jen Sincero,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.22</span></span>","35,905",4.7 out of 5 stars,2018
18,Joanna Gaines,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.36</span></span>","14,574",4.4 out of 5 stars,2018
19,Eric Carle,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars,2018
20,Kevin Kwan,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$16.95</span></span>","47,731",4.9 out of 5 stars,2018
21,Angie Thomas,Homebody: A Guide to Creating Spaces You Never Want to Leave,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.00</span></span>","11,200",4.8 out of 5 stars,2018
22,Laurel Randolph,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2018
23,Don Miguel Ruiz,Crazy Rich Asians (Crazy Rich Asians Trilogy),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.07</span></span>","11,768",4.4 out of 5 stars,2018
24,Emily Winfield Martin,The Hate U Give: A Printz Honor Winner,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.92</span></span>","25,356",4.8 out of 5 stars,2018
25,Deborah Diesen,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","12,728",4.4 out of 5 stars,2018
26,Paper Peony Press,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars,2018
27,American Psychological Association,The Wonderful Things You Will Be,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","26,482",4.9 out of 5 stars,2018
28,Dr. Seuss,P is for Potty! (Sesame Street) (Lift-the-Flap),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","29,015",4.7 out of 5 stars,2018
29,Dav Pilkey,The Pout-Pout Fish,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","24,211",4.9 out of 5 stars,2018
30,Margaret Wise Brown,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","20,780",4.5 out of 5 stars,2018
31,Samin Nosrat,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars,2018
32,Madeleine L'Engle,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars,2018
33,Dale Carnegie,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars,2018
34,Dav Pilkey,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","16,336",4.9 out of 5 stars,2018
35,Jennifer Smith,Goodnight Moon,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.69</span></span>","25,943",4.9 out of 5 stars,2018
36,Rupi Kaur,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$15.86</span></span>","21,236",4.8 out of 5 stars,2018
37,Celeste Ng,A Wrinkle in Time (Time Quintet),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","13,087",4.6 out of 5 stars,2018
38,Anthony Bourdain,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars,2018
39,James Patterson,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","18,867",4.9 out of 5 stars,2018
40,School Zone,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","13,367",4.4 out of 5 stars,2018
41,Ernest Cline,Milk and Honey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","48,110",4.7 out of 5 stars,2018
42,Ray Bradbury,Little Fires Everywhere,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.57</span></span>","58,130",4.5 out of 5 stars,2018
43,Tucker Carlson,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","7,777",4.8 out of 5 stars,2018
44,Paulo Coelho,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.38</span></span>","99,533",4.7 out of 5 stars,2018
45,R. J. Palacio,Wonder,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","36,665",4.8 out of 5 stars,2018
46,Harper Lee,To Kill a Mockingbird,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.46</span></span>","71,999",4.8 out of 5 stars,2018
47,Leanne Vogel,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.24</span></span>","15,394",4.6 out of 5 stars,2018
48,Bob Goff,The Keto Diet: The Complete Guide to a High-Fat Diet,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.04</span></span>","7,525",4.4 out of 5 stars,2018
49,Lisa Wingate,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","6,686",4.8 out of 5 stars,2018
50,John Grisham,Before We Were Yours: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","42,359",4.7 out of 5 stars,2018
51,Mark Sullivan,The Reckoning: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","22,461",4.2 out of 5 stars,2018
52,Heidi Murkoff,"Brown Bear, Brown Bear, What Do You See?",Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","49,005",4.9 out of 5 stars,2018
53,Ray Dalio,Beneath a Scarlet Sky: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","68,266",4.7 out of 5 stars,2018
54,Neil deGrasse Tyson,What to Expect When You're Expecting,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.33</span></span>","29,938",4.8 out of 5 stars,2018
55,Rob Elliott,Principles: Life and Work,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.03</span></span>","12,569",4.6 out of 5 stars,2018
56,Anthony William,Astrophysics for People in a Hurry,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.07</span></span>","21,455",4.7 out of 5 stars,2018
57,The College Board,Laugh-Out-Loud Jokes for Kids,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.79</span></span>","10,924",4.6 out of 5 stars,2018
58,Sasha O'Hara,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.90</span></span>","11,266",4.7 out of 5 stars,2018
59,Stephen King,The Official SAT Study Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.25</span></span>","2,378",4.5 out of 5 stars,2018
60,Delia Owens,Calm the F*ck Down: An Irreverent Adult Coloring Book,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","21,218",4.6 out of 5 stars,2018
61,Robert Munsch,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","25,180",4.8 out of 5 stars,2018
62,Adam Rubin,The Outsider: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.78</span></span>","26,333",4.6 out of 5 stars,2018
63,A. J. Finn,Where the Crawdads Sing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.33</span></span>","376,112",4.8 out of 5 stars,2018
64,Suzanne Ryan,D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$18.00</span></span>","24,139",4.9 out of 5 stars,2018
65,Jocko Willink,Sapiens: A Brief History of Humankind,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.88</span></span>","68,710",4.6 out of 5 stars,2018
66,Gregg Jarrett,Love You Forever,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.61</span></span>","55,416",4.9 out of 5 stars,2018
67,Dan Green,Dragons Love Tacos,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","16,480",4.8 out of 5 stars,2018
68,Rupi Kaur,The Woman in the Window: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","39,021",4.4 out of 5 stars,2018
69,Jen Fisch,D&D Monster Manual (Dungeons & Dragons Core Rulebook),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$24.98</span></span>","23,534",4.9 out of 5 stars,2018
70,Brianna Caplan Sayres,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.52</span></span>","9,583",4.6 out of 5 stars,2018
71,Stephen R. Covey,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars,2018
72,Reese Witherspoon,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$9.08</span></span>","27,207",4.8 out of 5 stars,2018
73,Viktor E. Frankl,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.25</span></span>","4,780",4.8 out of 5 stars,2018
74,Kristin Hannah,How to Draw 101 Animals (1),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.75</span></span>","25,546",4.7 out of 5 stars,2018
75,Dave Ramsey,The Sun and Her Flowers,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","17,613",4.8 out of 5 stars,2018
76,Chrissy Teigen,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","28,497",4.5 out of 5 stars,2018
77,Margaret Atwood,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","16,037",4.4 out of 5 stars,2018
78,Brené Brown,Where Do Diggers Sleep at Night? (Where Do...Series),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","14,143",4.8 out of 5 stars,2018
79,F. Scott Fitzgerald,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","9,299",4.7 out of 5 stars,2018
80,Bessel van der Kolk M.D.,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.00</span></span>","4,866",4.7 out of 5 stars,2018
81,Lin-Manuel Miranda,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.85</span></span>","53,826",4.7 out of 5 stars,2018
82,Robert T. Kiyosaki,The Great Alone: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.59</span></span>","48,440",4.7 out of 5 stars,2018
83,J. K. Rowling,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","24,628",4.7 out of 5 stars,2018
84,Michelle Obama,Becoming,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","124,513",4.8 out of 5 stars,2018
85,Rachel Hollis,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","27,481",4.6 out of 5 stars,2018
86,Craig Smith,The Wonky Donkey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.29</span></span>","76,518",4.8 out of 5 stars,2018
87,Michael Wolff,Fire and Fury: Inside the Trump White House,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","17,415",4.2 out of 5 stars,2018
88,Bob Woodward,Fear: Trump in the White House,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","10,449",4.5 out of 5 stars,2018
89,Jill Twiss,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","15,090",4.9 out of 5 stars,2018
90,Jordan B. Peterson,12 Rules for Life: An Antidote to Chaos,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.03</span></span>","61,351",4.8 out of 5 stars,2018
91,Joanna Gaines,Magnolia Table,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.24</span></span>","33,266",4.8 out of 5 stars,2018
92,The Staff of The Late Show with Stephen Colbert,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.13</span></span>","9,985",4.6 out of 5 stars,2018
93,Mark Manson,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.82</span></span>","85,729",4.6 out of 5 stars,2018
94,James Comey,"A Higher Loyalty: Truth, Lies, and Leadership",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.59</span></span>","8,378",4.7 out of 5 stars,2018
95,Amy Ramos,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.47</span></span>","29,194",4.3 out of 5 stars,2018
96,Jeff Kinney,Diary of a Wimpy Kid #13: Meltdown,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","21,075",4.8 out of 5 stars,2018
97,Gary Chapman,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2018
98,Roger Priddy,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars,2018
99,Dav Pilkey,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","16,231",4.9 out of 5 stars,2018
100,Tara Westover,Educated: A Memoir,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","72,382",4.7 out of 5 stars,2018
101,Jen Sincero,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.22</span></span>","35,905",4.7 out of 5 stars,2018
102,Joanna Gaines,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.36</span></span>","14,574",4.4 out of 5 stars,2018
103,Eric Carle,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars,2018
104,Kevin Kwan,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$16.95</span></span>","47,731",4.9 out of 5 stars,2018
105,Angie Thomas,Homebody: A Guide to Creating Spaces You Never Want to Leave,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.00</span></span>","11,200",4.8 out of 5 stars,2018
106,Laurel Randolph,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2018
107,Don Miguel Ruiz,Crazy Rich Asians (Crazy Rich Asians Trilogy),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.07</span></span>","11,768",4.4 out of 5 stars,2018
108,Emily Winfield Martin,The Hate U Give: A Printz Honor Winner,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.92</span></span>","25,356",4.8 out of 5 stars,2018
109,Deborah Diesen,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","12,728",4.4 out of 5 stars,2018
110,Paper Peony Press,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars,2018
111,American Psychological Association,The Wonderful Things You Will Be,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","26,482",4.9 out of 5 stars,2018
112,Dr. Seuss,P is for Potty! (Sesame Street) (Lift-the-Flap),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","29,015",4.7 out of 5 stars,2018
113,Dav Pilkey,The Pout-Pout Fish,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","24,211",4.9 out of 5 stars,2018
114,Margaret Wise Brown,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","20,780",4.5 out of 5 stars,2018
115,Samin Nosrat,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars,2018
116,Madeleine L'Engle,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars,2018
117,Dale Carnegie,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars,2018
118,Dav Pilkey,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","16,336",4.9 out of 5 stars,2018
119,Jennifer Smith,Goodnight Moon,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.69</span></span>","25,943",4.9 out of 5 stars,2018
120,Rupi Kaur,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$15.86</span></span>","21,236",4.8 out of 5 stars,2018
121,Celeste Ng,A Wrinkle in Time (Time Quintet),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","13,087",4.6 out of 5 stars,2018
122,Anthony Bourdain,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars,2018
123,James Patterson,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","18,867",4.9 out of 5 stars,2018
124,School Zone,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","13,367",4.4 out of 5 stars,2018
125,Ernest Cline,Milk and Honey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","48,110",4.7 out of 5 stars,2018
126,Ray Bradbury,Little Fires Everywhere,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.57</span></span>","58,130",4.5 out of 5 stars,2018
127,Tucker Carlson,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","7,777",4.8 out of 5 stars,2018
0,Delia Owens,Where the Crawdads Sing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.33</span></span>","376,112",4.8 out of 5 stars,2019
1,Michelle Obama,Becoming,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","124,513",4.8 out of 5 stars,2019
2,Tara Westover,Educated: A Memoir,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","72,382",4.7 out of 5 stars,2019
3,Dav Pilkey,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.42</span></span>","24,247",4.9 out of 5 stars,2019
4,Rachel Hollis,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","27,481",4.6 out of 5 stars,2019
5,Dav Pilkey,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.60</span></span>","28,555",4.9 out of 5 stars,2019
6,Jeff Kinney,Wrecking Ball (Diary of a Wimpy Kid Book 14),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.35</span></span>","18,886",4.9 out of 5 stars,2019
7,Emily Winfield Martin,The Wonderful Things You Will Be,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","26,482",4.9 out of 5 stars,2019
8,School Zone,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$5.01</span></span>","68,906",4.8 out of 5 stars,2019
9,Gary Chapman,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2019
10,Rachel Hollis,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.13</span></span>","14,355",4.6 out of 5 stars,2019
11,Craig Smith,The Wonky Donkey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.29</span></span>","76,518",4.8 out of 5 stars,2019
12,Mark Manson,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.82</span></span>","85,729",4.6 out of 5 stars,2019
13,M Prefontaine,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.34</span></span>","29,762",4.6 out of 5 stars,2019
14,Samin Nosrat,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$15.86</span></span>","21,236",4.8 out of 5 stars,2019
15,Eric Carle,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2019
16,Adir Levy,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","22,695",4.8 out of 5 stars,2019
17,Lysa TerKeurst,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","17,578",4.8 out of 5 stars,2019
